"","MaxGR","DTime","SOD","LagTime","Sample","Media","Replicate"
"23",0.00565367260247295,122.601223894139,1.946,182.161787033768,"YBR196C-AD","YPDA","three"
"24",0.00464840243447497,149.115140164975,1.771,217.707676208453,"YBR196C-AD:kan","YPDA","three"
"25",1.10181926925177e-18,629093354875388928,0.105,1209.152595829,"YPDA","YPDA","three"
"26",0.00565871207068118,122.492039160513,1.901,201.079931416363,"FY4","SC+GLU","three"
"27",0.0049295998628077,140.609217756095,1.842,151.423313541203,"ADE2-GFP","SC+GLU","three"
"28",0.00530799164449097,130.585582454589,1.723,146.175260087881,"YBR196C-AD","SC+GLU","three"
"29",0.00390417857458039,177.539824912963,1.442,160.131595767105,"YBR196C-AD:kan","SC+GLU","three"
"30",3.99206368223792e-05,17363.1293419491,0.085,-90.0000000000367,"SC+GLU","SC+GLU","three"
"31",0.00612042375191912,113.251501637056,1.997,191.375052878006,"FY4","YPDA","four"
"32",0.00529566319196346,130.889589355276,2.014,211.340210706486,"ADE2-GFP","YPDA","four"
"33",0.00563320340656018,123.046716146045,1.953,177.08230333463,"YBR196C-AD","YPDA","four"
"34",0.0046278814951405,149.776346107346,1.768,217.159362096508,"YBR196C-AD:kan","YPDA","four"
"35",0.000322063697057892,2152.20525284894,0.104,119.999999999998,"YPDA","YPDA","four"
"36",0.00567577394259263,122.123817398429,1.893,192.70653446144,"FY4","SC+GLU","four"
"37",0.00484163573929874,143.163843354383,1.861,136.314674705594,"ADE2-GFP","SC+GLU","four"
"38",0.00555712197093211,124.731323909322,1.763,133.7611502644,"YBR196C-AD","SC+GLU","four"
"39",0.00389851878454503,177.797573608674,1.479,151.557901496422,"YBR196C-AD:kan","SC+GLU","four"
"40",1.44301911099309e-05,48034.5114821742,0.083,-210.000000000128,"SC+GLU","SC+GLU","four"
"41",0.00606606852856884,114.266295755726,1.999,193.415042834933,"FY4","YPDA","five"
"42",0.00537106802355447,129.052020477155,2.026,205.296180251128,"ADE2-GFP","YPDA","five"
"43",0.00569202447976259,121.775158034608,1.941,187.020355522303,"YBR196C-AD","YPDA","five"
"44",0.00460501128269391,150.520191593202,1.772,209.73655765657,"YBR196C-AD:kan","YPDA","five"
"45",0.000318981700538335,2172.99982848591,0.104,419.999999999998,"YPDA","YPDA","five"
"46",0.00571272055852064,121.333990252,1.912,190.803891671042,"FY4","SC+GLU","five"
"47",0.00502086086612739,138.053453190901,1.865,140.488411868376,"ADE2-GFP","SC+GLU","five"
"48",0.00559838721703339,123.811939704887,1.755,141.8049776749,"YBR196C-AD","SC+GLU","five"
"49",0.00395062000784457,175.452759107075,1.486,147.079522831388,"YBR196C-AD:kan","SC+GLU","five"
"50",0.000399206368223831,1736.31293419474,0.084,269.999999999998,"SC+GLU","SC+GLU","five"
"51",0.00608874434510744,113.840743061731,2,195.916108741175,"FY4","YPDA","six"
"52",0.00530649422379784,130.622431934706,2.023,213.710328780275,"ADE2-GFP","YPDA","six"
"53",0.0057170213563246,121.24271318195,1.952,181.276358642758,"YBR196C-AD","YPDA","six"
"54",0.00461953877620488,150.046836738405,1.778,212.690137602054,"YBR196C-AD:kan","YPDA","six"
"55",0.000318981700538335,2172.99982848591,0.105,59.9999999999977,"YPDA","YPDA","six"
"56",0.00605760870062052,114.425875756706,1.918,205.174168571625,"FY4","SC+GLU","six"
"57",0.00486879362571101,142.365282623521,1.844,144.464410168248,"ADE2-GFP","SC+GLU","six"
"58",0.00531977685721328,130.296288578361,1.725,153.834126308871,"YBR196C-AD","SC+GLU","six"
"59",0.00390054861287291,177.705048534035,1.459,157.519925592307,"YBR196C-AD:kan","SC+GLU","six"
"60",0.000404045351078168,1715.51826722008,0.084,90.0000000000003,"SC+GLU","SC+GLU","six"
