"","Date","MaxGR","DTime","EOD","SOD","LagTime","Sample","Media","Replicate","Induction"
"1",20200129,0.0002409755157906,2876.42160775482,NA,0.084,339.939757578621,"media","CASE+GLU","1",NA
"2",20200129,0.00318256903414412,217.794861045756,NA,1.706,115.639241416189,"YER052C","CASE+GLU","1",NA
"3",20200129,0.00357447478814267,193.915811872354,NA,1.795,65.3902423342837,"YAR035C-A","CASE+GLU","1",NA
"4",20200129,0.00447217401769809,154.991102273055,NA,1.78,112.340921149101,"YOR204W","CASE+GLU","1",NA
"5",20200129,0.00463782654377106,149.455175612571,NA,1.811,111.379940544468,"YHR035W","CASE+GLU","1",NA
"6",20200129,0.0044278025123065,156.544285485505,NA,1.773,133.814331393252,"YKL021C","CASE+GLU","1",NA
"7",20200129,0.00436024070842636,158.969934669067,NA,1.775,134.862414547666,"YLL006W-A","CASE+GLU","1",NA
"8",20200129,0.00440285870064937,157.431166359646,NA,1.757,113.234130984071,"REF","CASE+GLU","1",NA
"9",20200129,0.0045284374516803,153.065420016511,NA,1.79,129.51704553368,"YMR168C","CASE+GLU","1",NA
"10",20200129,0.00444263223075146,156.021733188277,NA,1.771,133.329449295784,"YBR196C-A","CASE+GLU","1",NA
"11",20200129,0.00011834457647003,5857.02531738308,NA,0.085,390.000000000001,"media","CASE+GLU","2",NA
"12",20200129,0.00315190998616711,219.913380649188,NA,1.701,119.070233307824,"YER052C","CASE+GLU","2",NA
"13",20200129,0.00357654810313605,193.803399415254,NA,1.741,75.5407466477368,"YAR035C-A","CASE+GLU","2",NA
"14",20200129,0.00453669013801747,152.786978936774,NA,1.772,97.4613875519177,"YOR204W","CASE+GLU","2",NA
"15",20200129,0.00464842640825692,149.114371118949,NA,1.766,117.59253353685,"YHR035W","CASE+GLU","2",NA
"16",20200129,0.00447748202784022,154.807361872158,NA,1.77,125.590575171674,"YKL021C","CASE+GLU","2",NA
"17",20200129,0.00435050392687017,159.325722309739,NA,1.766,129.247803295309,"YLL006W-A","CASE+GLU","2",NA
"18",20200129,0.0043935190919245,157.765828725766,NA,1.774,106.541552084621,"REF","CASE+GLU","2",NA
"19",20200129,0.00454385187568138,152.546165571474,NA,1.797,125.246781089965,"YMR168C","CASE+GLU","2",NA
"20",20200129,0.00443013068088938,156.462016696264,NA,1.771,129.058849954823,"YBR196C-A","CASE+GLU","2",NA
"21",20200129,1.64661108984053e-18,420953790993279488,NA,0.085,1348.49453094924,"media","CASE+GAL","1","0"
