"","Date","MaxGR","DTime","EOD","SOD","LagTime","Sample","Media","Replicate"
"102",20200123,0.00382138026569802,181.38660179461,1,1.913,27.3616609535863,"","YPDA","3"
"103",20200123,0.00442729167066565,156.56234829808,0.8,1.912,31.1513242077586,"","YPDA","3"
"104",20200123,0.0049655803562608,139.590366247119,0.6,1.92,29.5344495391706,"","YPDA","3"
"105",20200123,0.00497963324609953,139.196432006891,0.4,1.915,37.6124967564506,"","YPDA","3"
"106",20200123,0.00564131402450529,122.869809684231,0.2,1.924,70.8583925421671,"","YPDA","3"
"107",20200123,0.00579462979568348,119.618889385528,0.1,1.94,77.8433534250317,"","YPDA","3"
"108",20200123,0.00589108959816445,117.660267936837,0.05,1.963,80.4213738891975,"","YPDA","3"
"109",20200123,0.005913557138614,117.213238041427,0.025,2.002,90.8501365137014,"","YPDA","3"
"110",20200123,6.37963401076634e-05,10864.9991424302,NA,0.104,779.999999999986,"blank","YPDA","6"
"111",20200123,0.000189617326595781,3655.50550154928,NA,0.087,299.030769979572,"blank","SC+GLU","5"
"112",20200123,0.00305410295910347,226.956062006311,1,1.858,29.7964555870318,"","SC+GLU","3"
"113",20200123,0.00339229800644566,204.32968425619,0.8,1.86,31.7323561508718,"","SC+GLU","3"
"114",20200123,0.0038796840345786,178.660729683683,0.6,1.838,34.0554376596116,"","SC+GLU","3"
"115",20200123,0.0044098564289664,157.181348582455,0.4,1.847,44.0737381103231,"","SC+GLU","3"
"116",20200123,0.00505554141881976,137.106419102737,0.2,1.85,63.54667694741,"","SC+GLU","3"
"117",20200123,0.00523491958376935,132.408372176149,0.1,1.872,74.0077361068218,"","SC+GLU","3"
"118",20200123,0.00533133072804967,130.013915083733,0.05,1.861,101.534595044622,"","SC+GLU","3"
"119",20200123,0.0053606645617914,129.302472215929,0.025,1.902,117.654814433618,"","SC+GLU","3"
"120",20200123,0.000114286958236228,6064.97181530746,NA,0.088,558.843905030874,"blank","SC+GLU","6"
