"","MaxGR","DTime","SOD","LagTime","Sample","Replicate","Group"
"1",3.10079755410421e-05,22353.8353751117,0.106,509.999999999979,"blank","",NA
"2",0.00566330122651324,122.392779906341,1.733,63.8419022005071,"col","one","Colony 1"
"3",0.00600322872572811,115.462397357828,1.734,70.1869545398291,"pop","two","Population 2"
"4",0.00603143989412777,114.922339064474,1.73,67.8365619317473,"pop","two","Population 2"
"5",0.00609243753348695,113.771733686242,1.725,68.6869980924961,"pop","one","Population 1"
"6",0.00577227249358224,120.082200092009,1.64,91.8632940717712,"col","two","Colony 2"
"7",0.00581177957149258,119.265910214473,1.693,62.8392174005438,"col","two","Colony 2"
"8",0.00594484694714384,116.596303777503,1.71,75.5450212691922,"pop","one","Population 1"
"9",0.00582450586097936,119.00531943896,1.694,82.067785755355,"col","one","Colony 1"
"10",0.00575556071893745,120.430869277304,1.705,69.4573417755873,"col","one","Colony 1"
"11",0.0060265334495039,115.01590198873,1.758,67.9920269880926,"pop","two","Population 2"
"12",0.00573267343330739,120.911680845571,1.728,61.6232465525214,"col","one","Colony 1"
"13",0.00592270590791506,117.032179435692,1.757,64.0068499657435,"pop","two","Population 2"
"14",0.00607738522646515,114.053520507718,1.758,71.4235023225143,"pop","two","Population 2"
"15",0.00597948990402147,115.920787840744,1.761,65.5440829476469,"pop","one","Population 1"
"16",0.0057900923011548,119.712630560604,1.721,59.0794280684239,"col","two","Colony 2"
"17",0.00578752832754669,119.765665294595,1.734,57.1991700051995,"col","two","Colony 2"
"18",0.00597458380856644,116.015977475469,1.712,74.4096602010155,"pop","one","Population 1"
"19",0.00567817885824128,122.072093511798,1.752,60.9213973226618,"col","one","Colony 1"
"20",0.0056973937776409,121.660395544391,1.731,58.0107743879705,"col","one","Colony 1"
"21",0.00592103158120336,117.065273348715,1.756,67.7777735713015,"pop","two","Population 2"
"22",0.00567619064832549,122.11485193233,1.735,57.5004638601682,"col","one","Colony 1"
"23",0.00600977195108538,115.336686017638,1.741,65.1683088007764,"pop","one","Population 1"
"24",0.00203452968621229,340.691603203091,0.164,757.453151082829,"blank","",NA
"25",0.00607738522646515,114.053520507718,1.741,69.4528865724112,"pop","one","Population 1"
"26",0.00570986955940823,121.394573614705,1.726,70.1530756684169,"col","two","Colony 2"
"27",0.00576596842072126,120.213488868404,1.749,68.1478552558709,"col","two","Colony 2"
"28",0.00604016206979599,114.756387750926,1.737,73.6258542438863,"pop","one","Population 1"
"29",0.00570817043955192,121.430708473091,1.741,65.4789892083242,"col","one","Colony 1"
"30",0.00569754897773651,121.657081539528,1.746,61.5816415820169,"col","two","Colony 2"
"31",0.00587798283721356,117.922627499288,1.714,76.1944315483398,"pop","two","Population 2"
"32",0.00568383480689883,121.950620330948,1.743,60.5100848883107,"col","one","Colony 1"
"33",0.00609204046228413,113.779149178543,1.733,70.4835481458098,"pop","one","Population 1"
"34",0.00596584022555367,116.186011417296,1.733,79.162905030741,"pop","two","Population 2"
"35",0.00612754826577914,113.11982386675,1.742,70.7660123047404,"pop","one","Population 1"
"36",0.00594519734668692,116.589431795097,1.729,69.1014345848356,"col","two","Colony 2"
"37",0.00591318128192995,117.220688409829,1.749,63.3531127161867,"col","two","Colony 2"
"38",0.00603384069599663,114.87661267223,1.739,73.4251298142247,"pop","one","Population 1"
"39",0.00587837966024835,117.91466707182,1.738,55.1348757701915,"col","one","Colony 1"
"40",0.000315958131818112,2193.7944010853,0.106,149.999999999998,"blank","",NA
"41",0.00607738522646516,114.053520507718,1.728,80.2792043339761,"pop","two","Population 2"
"42",0.00583728814999655,118.744725761115,1.748,53.8457328644918,"col","one","Colony 1"
"43",0.00599202453107603,115.67829486764,1.742,70.9970438846762,"pop","one","Population 1"
"44",0.00601559960482106,115.22495280511,1.741,70.1663483864179,"pop","two","Population 2"
"45",0.00599310368135319,115.657465215659,1.748,67.9174428467182,"pop","one","Population 1"
"46",0.00580559183556739,119.393026618483,1.704,69.3138231318537,"col","two","Colony 2"
"47",0.00586302221545547,118.22352962142,1.757,69.3757362120138,"col","two","Colony 2"
"48",0.00599180537629028,115.682525888232,1.742,60.6835444057534,"pop","two","Population 2"
"49",0.00594942601622628,116.506563602855,1.76,57.5951665950562,"col","one","Colony 1"
"50",0.00584370041025789,118.614427827822,1.761,66.4338570474455,"col","two","Colony 2"
"51",0.00609285672051563,113.76390621923,1.725,75.2967904697659,"pop","two","Population 2"
"52",0.00573574354815379,120.84696164337,1.734,58.1206149612268,"col","one","Colony 1"
"53",0.00592270590791507,117.032179435691,1.756,49.3531542934006,"pop","one","Population 1"
"54",0.00604057314836338,114.748578245054,1.757,74.8007236140088,"pop","two","Population 2"
"55",0.00611124336379299,113.421629494679,1.751,71.4926384064823,"pop","one","Population 1"
"56",0.00593919531380827,116.707254760324,1.754,61.7871646175212,"col","two","Colony 2"
"57",3.15958131818104e-05,21937.9440108535,0.105,599.999999999961,"blank","",NA
"58",0.00590688187090613,117.34569874742,1.757,66.5575071747242,"pop","two","Population 2"
"59",0.00575375808889977,120.468599800394,1.737,55.9687683976386,"col","one","Colony 1"
"60",0.0056973937776409,121.660395544391,1.762,59.0586512277166,"col","two","Colony 2"
